画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-09-03-A1-0104-I,,●,●,2,2024/12/13_11:07:13,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0105-I,,●,●,1,2024/11/19_15:43:54,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0106-I,,●,●,1,2024/11/19_15:43:58,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0107-I,,●,●,2,2024/12/13_11:07:23,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0108-I,,●,●,1,2024/11/19_15:44:05,M.S.,2024/11/19_16:29:02,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0109-I,,●,●,1,2024/11/19_15:44:09,M.S.,2024/11/19_16:29:02,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0110-I,,●,●,2,2024/12/13_11:07:34,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0111-I,,●,●,1,2024/11/19_15:44:14,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0112-I,,●,●,1,2024/11/19_15:44:55,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0113-I,,●,●,1,2024/11/19_15:44:57,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0114-I,,●,●,1,2024/11/19_15:44:59,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0115-I,,●,●,1,2024/11/19_15:45:00,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0116-I,,●,●,1,2024/11/19_15:45:02,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0117-I,,●,●,1,2024/11/19_15:45:04,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0118-I,,●,●,1,2024/11/19_15:45:05,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0119-I,,●,●,1,2024/11/19_15:45:07,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0120-I,,●,●,1,2024/11/19_15:45:09,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0121-I,,●,●,1,2024/11/19_15:45:10,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0122-I,,●,●,1,2024/11/19_15:45:11,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0123-I,,●,●,1,2024/11/19_15:45:14,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0124-I,,●,●,1,2024/11/19_15:45:15,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0125-I,,●,●,1,2024/11/19_15:45:17,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0126-I,,●,●,1,2024/11/19_15:45:20,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0127-I,,●,●,1,2024/11/19_15:45:22,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0128-I,,●,●,1,2024/11/19_15:45:24,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0129-I,,●,●,1,2024/11/19_15:45:25,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0130-I,,●,●,1,2024/11/19_15:45:27,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0131-I,,●,●,2,2024/11/19_15:45:32,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0132-I,,●,●,2,2024/12/13_11:15:27,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0133-I,,●,●,1,2024/11/19_15:45:43,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0134-I,,●,●,1,2024/11/19_15:45:45,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0135-I,,●,●,1,2024/11/19_15:45:48,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0136-I,,●,●,1,2024/11/19_15:45:50,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0137-I,,●,●,1,2024/11/19_15:45:53,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0138-I,,●,●,1,2024/11/19_15:45:55,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0139-I,,●,●,1,2024/11/19_15:45:57,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0140-I,,●,●,1,2024/11/19_15:46:00,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0141-I,,●,●,1,2024/11/19_15:46:02,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0142-I,,●,●,1,2024/11/19_15:46:05,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0143-I,,●,●,1,2024/11/19_15:46:07,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0144-I,,●,●,1,2024/11/19_15:46:10,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0145-I,,●,●,1,2024/11/19_15:46:12,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0146-I,,●,●,1,2024/11/19_15:46:16,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0147-I,,●,●,1,2024/11/19_15:46:18,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0148-I,,●,●,1,2024/11/19_15:46:21,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0149-I,,●,●,1,2024/11/19_15:46:24,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0150-I,,●,●,1,2024/11/19_15:46:27,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0151-I,,●,●,1,2024/11/19_15:46:29,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0152-I,,●,●,1,2024/11/19_15:46:31,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0153-I,,●,●,1,2024/11/19_15:46:34,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0154-I,,●,●,1,2024/11/19_15:46:37,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0155-I,,●,●,1,2024/11/19_15:46:40,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0156-I,,●,●,1,2024/11/19_15:46:46,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0157-I,,●,●,3,2024/11/19_15:47:17,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0158-I,,●,●,3,2024/12/13_11:16:19,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0159-I,,●,●,2,2024/12/13_11:16:27,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0160-I,,●,●,2,2024/12/13_11:16:30,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0161-I,,●,●,2,2024/12/13_11:16:37,M.S.,2024/12/13_11:22:46,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0162-I,,●,●,2,2024/12/13_11:16:42,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0163-I,,●,●,2,2024/12/13_11:16:54,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0164-I,,●,●,2,2024/12/13_11:17:01,M.S.,2024/12/13_11:22:46,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0165-I,,●,●,1,2024/11/19_15:47:38,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0166-I,,●,●,2,2024/12/13_11:17:11,M.S.,2024/12/13_11:22:46,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0167-I,,●,●,2,2024/12/13_11:17:14,M.S.,2024/12/13_11:22:46,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0168-I,,●,●,2,2024/12/13_11:17:16,M.S.,2024/12/13_11:22:46,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0290-O,,●,●,2,2024/12/13_10:50:26,M.S.,2024/12/13_10:58:17,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0291-O,,●,●,2,2024/12/13_10:50:18,M.S.,2024/12/13_10:58:17,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0292-O,,●,●,2,2024/12/13_10:50:20,M.S.,2024/12/13_10:58:17,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0309-O,,●,●,2,2024/11/19_14:52:52,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0310-O,,●,●,2,2024/11/19_14:52:45,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0311-O,,●,●,1,2024/11/19_14:52:34,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0312-O,,●,●,1,2024/11/19_14:52:38,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0313-O,,●,●,1,2024/11/19_14:53:10,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0314-O,,●,●,1,2024/11/19_14:53:14,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0316-O,,●,●,1,2024/11/19_14:53:47,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0317-O,,●,●,1,2024/11/19_14:53:51,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0318-O,,●,●,1,2024/11/19_14:53:55,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0319-O,,●,●,1,2024/11/19_14:54:29,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0320-O,,●,●,1,2024/11/19_14:54:33,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0321-O,,●,●,1,2024/11/19_14:54:36,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0322-O,,●,●,1,2024/11/19_14:54:38,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0323-O,,●,●,1,2024/11/19_14:54:41,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0324-O,,●,●,1,2024/11/19_14:54:59,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0325-O,,●,●,1,2024/11/19_14:55:02,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0326-O,,●,●,1,2024/11/19_14:55:09,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,●,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0327-O,,●,●,1,2024/11/19_14:55:14,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0329-O,,●,●,1,2024/11/19_14:55:37,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0330-O,,●,●,1,2024/11/19_14:55:41,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0331-O,,●,●,1,2024/11/19_14:56:43,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0332-O,,●,●,1,2024/11/19_14:56:49,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0333-O,,●,●,1,2024/11/19_14:56:51,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0334-O,,●,●,1,2024/11/19_14:56:54,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0335-O,,●,●,1,2024/11/19_14:56:57,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0336-O,,●,●,1,2024/11/19_14:57:00,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0337-O,,●,●,1,2024/11/19_14:57:02,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0338-O,,●,●,1,2024/11/19_14:57:04,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0339-O,,●,●,1,2024/11/19_14:57:07,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0340-O,,●,●,1,2024/11/19_14:57:08,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0341-O,,●,●,1,2024/11/19_14:57:10,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0342-O,,●,●,1,2024/11/19_14:57:13,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0343-O,,●,●,1,2024/11/19_14:57:15,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0344-O,,●,●,1,2024/11/19_14:57:17,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0345-O,,●,●,1,2024/11/19_14:57:19,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0346-O,,●,●,1,2024/11/19_14:57:21,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0347-O,,●,●,1,2024/11/19_14:57:24,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0348-O,,●,●,1,2024/11/19_14:57:27,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0349-O,,●,●,1,2024/11/19_14:57:29,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0350-O,,●,●,1,2024/11/19_14:57:32,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0351-O,,●,●,1,2024/11/19_14:57:35,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0352-O,,●,●,1,2024/11/19_14:57:40,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0353-O,,●,●,1,2024/11/19_14:57:43,M.S.,2024/11/19_16:29:02,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0354-O,,●,●,1,2024/11/19_14:57:46,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0355-O,,●,●,1,2024/11/19_14:57:48,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0356-O,,●,●,1,2024/11/19_14:57:50,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0357-O,,●,●,2,2024/12/13_10:57:06,M.S.,2024/12/13_10:58:17,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0358-O,,●,●,2,2024/12/13_10:57:00,M.S.,2024/12/13_10:58:17,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0359-O,,●,●,2,2024/12/13_10:57:10,M.S.,2024/12/13_10:58:17,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0360-O,,●,●,1,2024/11/19_14:58:38,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0361-O,,●,●,1,2024/11/19_14:58:41,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0362-O,,●,●,1,2024/11/19_14:58:43,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0363-O,,●,●,1,2024/11/19_14:58:46,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0364-O,,●,●,1,2024/11/19_14:58:48,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0365-O,,●,●,1,2024/11/19_14:58:50,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0366-O,,●,●,1,2024/11/19_14:58:52,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0367-O,,●,●,1,2024/11/19_14:58:54,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0368-O,,●,●,1,2024/11/19_14:58:56,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0369-O,,●,●,1,2024/11/19_14:58:57,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0370-O,,●,●,1,2024/11/19_14:58:59,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0371-O,,●,●,1,2024/11/19_14:59:01,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0372-O,,●,●,1,2024/11/19_14:59:03,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0373-O,,●,●,1,2024/11/19_14:59:05,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0374-O,,●,●,1,2024/11/19_14:59:07,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0375-O,,●,●,1,2024/11/19_14:59:09,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0376-O,,●,●,1,2024/11/19_14:59:11,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0377-O,,●,●,1,2024/11/19_14:59:13,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0378-O,,●,●,1,2024/11/19_14:59:15,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0379-O,,●,●,1,2024/11/19_14:59:17,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0380-O,,●,●,1,2024/11/19_14:59:19,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0381-O,,●,●,1,2024/11/19_14:59:23,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0382-O,,●,●,1,2024/11/19_14:59:26,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0383-O,,●,●,1,2024/11/19_14:59:29,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
